G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc,Fallo_armonicos,Suma_fases,Residuo,Fallo_tierra,dVa,dVb,dVc,Pico_tension,I_avg,Desv_A,Desv_B,Desv_C,Factor_desbalance,Fallo_desbalance,S_a,S_b,S_c,S_total,P_total,Factor_potencia,Fallo_FP,Sobrecorriente_A,Sobrecorriente_B,Sobrecorriente_C,Fallo_sobrecorriente,Fallo_THD_Va,Sag_A,Sag_B,Sag_C,Swell_A,Swell_B,Swell_C,Fallo_sagswells,Fallo_THD,Total_fallos,Failure Type,Tiempo [s]
1,0,1,1,-446.0400253,889.8688838,41.41208064,0.022158422,-0.051249035,0.029090612,1,2,1,1,-0.000564193000000001,0.005853041000000003,-0.005288849000000002,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.883543109488077,-45.60492157127713,1.2047027700109516,46.67916670939531,-54.28376191075425,-1.162911974172588,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19
1,0,1,1,-457.740565,889.7300872,40.77400811,0.021588761,-0.045383347,0.023794586,1,2,1,1,-0.0005696609999999991,0.005865688000000001,-0.005296025999999999,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.882051657789965,-40.378929283737854,0.9702006425380924,41.581897074990614,-49.29078029898972,-1.185390368556215,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19010000000000002
1,0,1,1,-469.3281593,889.3717559,40.1258752,0.021013772,-0.03950646,0.018492688,1,2,1,1,-0.0005749890000000014,0.005876886999999997,-0.005301897999999999,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.862354932709879,-35.13592969959311,0.7420352908005377,36.50137281043399,-44.25624934150245,-1.212454380040515,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1902
1,0,1,1,-480.7999492,888.7939784,39.46784183,0.020433597,-0.033619825,0.013186228,1,2,1,1,-0.0005801749999999987,0.005886635000000001,-0.005306460000000001,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.824472399573274,-29.88109801486178,0.5204319610383172,31.45903885896427,-39.18513845339674,-1.2455923599277705,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1903
1,0,1,1,-492.1531041,887.9968972,38.80007037,0.019848379,-0.027724893,0.007876514,1,2,1,1,-0.0005852180000000019,0.0058949319999999986,-0.005309714,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.768441336203253,-24.619618959202,0.30560929747029014,26.488516018792808,-34.08245099793496,-1.2866878225172933,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1904
1,0,1,1,-503.3848228,886.980709,38.12272557,0.019258263,-0.021823119,0.002564856,1,2,1,1,-0.0005901159999999982,0.005901774000000002,-0.0053116579999999995,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.694317307690797,-19.35668556321137,0.09777930141456792,21.64880192636567,-28.953223569487598,-1.3374053524054839,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1905
1,0,1,1,-514.4923341,885.7456644,37.43597456,0.018663394,-0.015915959,-0.002747435,1,2,1,1,-0.0005948690000000013,0.005907159999999998,-0.005312291,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.602173141287935,-14.09749167901816,-0.10285290676525359,17.057302817142215,-23.80251772707135,-1.3954444018634846,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19060000000000002
1,0,1,1,-525.4728973,884.2920683,36.73998679,0.018063918,-0.010004871,-0.008059048,1,2,1,1,-0.0005994759999999981,0.005911088,-0.005311613,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.492099328049623,-8.84722806966469,-0.29608931705997593,12.979255103968793,-18.63541671477429,-1.4357847631083203,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1907
1,0,1,1,-536.3238032,882.6202793,36.03493398,0.017459985,-0.004091312,-0.013368672,1,2,1,1,-0.0006039330000000009,0.0059135590000000005,-0.005309624000000001,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.364205559014954,-3.611074940143441,-0.48173921292027455,10.047899314985376,-13.457019712078669,-1.3392868788015173,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1908
1,0,1,1,-547.0423745,880.7307099,35.32099009,0.016851742,0.001823256,-0.018674998,1,2,1,1,-0.0006082430000000014,0.005914568,-0.005306326000000002,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.21861695814138,1.6057975512094345,-0.6596194192887699,9.380649347177673,-8.272438826220716,-0.8818620673322172,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19090000000000001
1,0,1,1,-557.6259664,878.6238262,34.59833127,0.01623934,0.007737377,-0.023976717,1,2,1,1,-0.000612401999999998,0.005914121,-0.005301719,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-9.055477661198177,6.798243784491878,-0.8295543975330407,11.353675824344645,-3.0867882742393395,-0.2718756746269453,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.191
1,0,1,1,-568.0719678,876.3001482,33.86713584,0.01562293,0.01364959,-0.02927252,1,2,1,1,-0.0006164100000000013,0.0059122129999999995,-0.005295802999999998,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-8.874948587901654,11.961137739869237,-0.9913764112191169,14.927034389279855,2.094812740748466,0.1403368335677512,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19110000000000002
1,0,1,1,-578.3778011,873.7602491,33.1275842,0.015002664,0.019558436,-0.0345611,1,2,1,1,-0.0006202659999999995,0.005908845999999999,-0.005288579999999998,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-8.67720781496213,17.089383911366408,-1.14492575029462,19.200308146167774,7.267250346109657,0.3784965475963021,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1912
1,0,1,1,-588.5409236,871.0047557,32.37985883,0.014378695,0.025462457,-0.039841153,1,2,1,1,-0.0006239690000000003,0.005904021000000002,-0.005280053,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-8.462450435462703,22.177921138806756,-1.290050909764431,23.772620485793702,12.425419793579621,0.5226777502717859,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1913
1,0,1,1,-598.5588277,868.0343479,31.62414422,0.013751178,0.031360198,-0.045111376,1,2,1,1,-0.000627517000000001,0.005897740999999998,-0.005270223000000004,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-8.230888983174031,27.22172902094488,-1.4266086605866468,28.4746426950989,17.564231377184203,0.6168376392026645,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19140000000000001
1,0,1,1,-608.4290416,864.8497584,30.86062682,0.013120266,0.037250202,-0.050370468,1,2,1,1,-0.0006309119999999991,0.005890004000000004,-0.005259092,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-7.982750867917066,32.2158282000512,-1.5544642156967519,33.22649931955406,22.678613116437383,0.6825459672512307,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1915
1,0,1,1,-618.1491299,861.4517732,30.08949503,0.012486116,0.043131017,-0.055617133,1,2,1,1,-0.00063415,0.005880814999999998,-0.005246664999999998,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-7.718281741230469,37.15529107456935,-1.6734914469863489,37.985366939074325,27.763517886352528,0.7309003472543288,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19160000000000002
1,0,1,1,-627.7166945,857.8412305,29.31093911,0.011848884,0.049001191,-0.060850075,1,2,1,1,-0.0006372319999999997,0.005870173999999999,-0.005232942000000004,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-7.437742297993939,42.03524198340553,-1.7835728431639333,42.72543400811393,32.81392684224766,0.7680185726379283,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1917
1,0,1,1,-637.1293745,854.0190213,28.52515115,0.011208727,0.054859276,-0.066068003,1,2,1,1,-0.0006401570000000006,0.005858084999999999,-0.005217927999999997,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-7.141409222451262,46.850865198746575,-1.8845997717536533,47.42947408366794,37.82485620454166,0.7974968505410105,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1918
1,0,1,1,-646.3848477,849.9860885,27.73232504,0.010565803,0.060703826,-0.07126963,1,2,1,1,-0.0006429239999999996,0.005844550000000004,-0.005201627,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-6.829574962983203,51.5974076187246,-1.9764725446405351,52.084949945906104,42.791360111100865,0.8215686134966571,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19190000000000002
1,0,1,1,-655.4808303,845.7434274,26.9326564,0.009920272,0.066533401,-0.076453672,1,2,1,1,-0.0006455309999999995,0.0058295750000000035,-0.005184042,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-6.502548127361842,56.27018659831859,-2.0591004784943006,56.682068829029035,47.708537992462446,0.8416866035071235,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.192
1,0,1,1,-664.4150781,841.2920846,26.12634253,0.009272291,0.07234656,-0.081618851,1,2,1,1,-0.0006479810000000006,0.005813158999999998,-0.005165179000000006,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-6.160649948930927,60.86458827603898,-2.1324020581310332,61.21273439687632,52.57153626897702,0.8588333258914135,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19210000000000002
1,0,1,1,-673.1853867,836.6331585,25.31358238,0.008622021,0.07814187,-0.086763892,1,2,1,1,-0.0006502699999999997,0.005795309999999998,-0.005145040999999989,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-5.8042185410205205,65.3760795091964,-2.196304927751423,65.66996634840284,57.37555604042446,0.8736955297955608,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1922
1,0,1,1,-681.789592,831.7677986,24.49457649,0.007969623,0.083917902,-0.091887525,1,2,1,1,-0.0006523980000000002,0.005776032,-0.0051236330000000024,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-5.433606013563816,69.80020860967053,-2.250746009589287,70.04754852144252,62.11585658651743,0.8867670303622819,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1923
1,0,1,1,-690.2255712,826.6972054,23.66952692,0.007315257,0.089673229,-0.096988486,1,2,1,1,-0.000654366,0.005755326999999991,-0.005100961000000001,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-5.049177441299799,74.13260781349423,-2.295671580307043,74.33981330396053,66.78775879188738,0.8984117100053196,1,1,1,0,1,2,1,1,1,0,0,0,1,1,7,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_FP, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19240000000000002
1,0,1,1,-698.4912428,821.4226299,22.83863726,0.006659085,0.095406432,-0.102065517,1,2,1,1,-0.000656172,0.005733203000000006,-0.005077030999999996,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-4.651312557560838,78.36900228281552,-2.331037319517363,78.54151107724533,71.38665240573731,0.9089034757114458,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1925
1,0,1,1,-706.5845674,815.9453737,22.00211251,0.006001269,0.101116096,-0.107117365,1,2,1,1,-0.0006578160000000003,0.005709664000000003,-0.0050518480000000116,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-4.24040406021603,82.50521073780507,-2.356808316504736,82.64771848589814,75.9079983610843,0.9184524358532195,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19260000000000002
1,0,1,1,-714.5035481,810.266788,21.16015907,0.005341971,0.106800812,-0.112142783,1,2,1,1,-0.000659298,0.0056847159999999924,-0.00502541799999999,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-3.816857233347305,86.53715089503186,-2.3729591268324914,86.65378133230475,80.34733453485205,0.9272224858455007,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1927
1,0,1,1,-722.2462309,804.388274,20.31298467,0.004681354,0.112459179,-0.117140533,1,2,1,1,-0.0006606169999999996,0.005658367000000011,-0.004997750000000009,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-3.381090282008639,90.46084489126706,-2.379473851064629,90.55527663115426,84.70028075819378,0.9353434047050755,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1928
1,0,1,1,-729.8107056,798.3112822,19.46079836,0.00401958,0.118089799,-0.122109379,1,2,1,1,-0.0006617740000000004,0.005630619999999989,-0.004968845999999999,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-2.933532516015648,94.27241885443028,-2.3763460025838183,94.34798137751363,88.96254033583082,0.9429193824493807,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19290000000000002
1,0,1,1,-737.1951056,792.037312,18.60381039,0.003356814,0.123691283,-0.127048097,1,2,1,1,-0.000662766,0.005601484000000004,-0.004938717999999995,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-2.4746268512095586,97.9681113051513,-2.363578706998328,98.02785887213602,93.12990574694341,0.9500350902126575,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.193
1,0,1,1,-744.3976089,785.5679113,17.7422322,0.002693217,0.12926225,-0.131955468,1,2,1,1,-0.0006635970000000001,0.005570966999999996,-0.004907370999999994,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-2.0048242950488313,101.54427574243842,-2.3411845533156694,101.59104488892251,97.19826689407391,0.9567601849193345,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19310000000000002
1,0,1,1,-751.4164386,778.9046764,16.87627639,0.002028956,0.134801325,-0.136830281,1,2,1,1,-0.0006642609999999998,0.005539075000000004,-0.004874813000000006,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-1.5245908915961017,104.99738242741623,-2.3091856406773656,105.03383755875505,101.16360589514275,0.9631525253807153,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1932
1,0,1,1,-758.2498627,772.0492513,16.00615661,0.001364192,0.140307141,-0.141671333,1,2,1,1,-0.0006647640000000002,0.005505815999999997,-0.004841052000000012,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-1.0343983966964383,108.32402316109354,-2.2676135431454614,108.35269283700002,105.02201122125165,0.9692607398252772,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1933
1,0,1,1,-764.8961953,765.0033276,15.13208756,0.000699091,0.145778339,-0.14647743,1,2,1,1,-0.000665101,0.0054711980000000104,-0.004806096999999981,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-0.5347320460684724,111.52091442700086,-2.2165092963237707,111.5442208563771,108.76967308460863,0.9751260284892667,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19340000000000002
1,0,1,1,-771.3537964,757.7686437,14.25428489,3.38e-05,0.15121357,-0.151247386,1,2,1,1,-0.000665291,0.005435230999999985,-0.00476995600000002,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,-0.02607175831832,114.584901847935,-2.1559233289117974,114.60518494657049,112.40290676070488,0.980783782279202,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1935
1,0,1,1,-777.6210727,750.3469846,13.37296519,-0.000631469,0.156611493,-0.155980024,1,2,1,1,-0.0006652689999999999,0.005397922999999999,-0.0047326379999999835,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,0.4910436011567963,117.512961526254,-2.0859154312873645,117.53249888297098,115.91808969612343,0.9862641464940259,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19360000000000002
1,0,1,1,-783.6964779,742.7401815,12.48834592,-0.001296599,0.161970776,-0.160674177,1,2,1,1,-0.0006651300000000001,0.00535928300000002,-0.0046941530000000065,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,1.0161400695486622,120.30220356393585,-2.006554702787308,120.32322712076368,119.3117889306972,0.991593990501507,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1937
1,0,1,1,-789.5785129,734.9501114,11.60064534,-0.00196141,0.167290096,-0.165328686,1,2,1,1,-0.0006648109999999997,0.0053193199999999885,-0.004654509000000001,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,1.5486871909871889,122.9498746913167,-1.9179194508142232,122.97458490942678,122.58064243148966,0.9967965537088231,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1938
1,0,1,1,-795.2657266,726.9786962,10.71008247,-0.002625739,0.172568141,-0.169942402,1,2,1,1,-0.0006643290000000004,0.005278045000000009,-0.00461371599999999,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,2.0881602336969576,125.45336214983776,-1.820097140569893,125.48394017347817,125.72142524296481,1.0018925534945613,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19390000000000002
1,0,1,1,-800.7567155,718.8279029,9.816877049,-0.00328942,0.177803608,-0.174514188,1,2,1,1,-0.0006636809999999997,0.005235466999999994,-0.004571785999999994,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,2.63402515510001,127.81019466669368,-1.7131843269020712,127.84881286032255,128.73103549489161,1.0069005148724604,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.194
1,0,1,1,-806.0501249,710.4997424,8.921249466,-0.003952292,0.182995207,-0.179042915,1,2,1,1,-0.0006628719999999997,0.005191598999999991,-0.00452872700000001,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,3.1857454602412707,130.01804743393467,-1.5972865098348334,130.0668787849729,131.6065063843411,1.0118371995526512,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19410000000000002
1,0,1,1,-811.1446488,701.9962696,8.0234207,-0.004614189,0.188141656,-0.183527467,1,2,1,1,-0.0006618970000000007,0.005146448999999997,-0.004484552000000003,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,3.7427747159018234,132.07474066836645,-1.4725180777463671,132.13596707437205,134.3449973065219,1.0167178572273703,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1942
1,0,1,1,-816.0390301,693.3195828,7.123612278,-0.005274949,0.193241685,-0.187966735,1,2,1,1,-0.0006607599999999998,0.005100029000000006,-0.004439267999999996,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,4.304564265786965,133.978244423769,-1.3390021413015725,134.05406438869318,136.9438065482544,1.0215565426735764,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1943
1,0,1,1,-820.7320613,684.4718226,6.222046213,-0.005934409,0.198294035,-0.192359626,1,2,1,1,-0.0006594599999999997,0.005052350000000011,-0.00439289100000001,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,4.870559731167272,135.7266795471582,-1.1968704824873964,135.81931523882636,139.4003687958381,1.026366305489869,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19440000000000002
1,0,1,1,-825.2225843,675.4551721,5.318944954,-0.006592406,0.203297461,-0.196705055,1,2,1,1,-0.0006579970000000004,0.005003426000000005,-0.004345428999999984,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,5.440202316074826,137.31832150724804,-1.0462633597185425,137.43002543049192,141.7122604636043,1.0311593847101355,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1945
1,0,1,1,-829.5094912,666.2718561,4.414531327,-0.007248778,0.208250728,-0.20100195,1,2,1,1,-0.0006563719999999997,0.004953266999999983,-0.004296895000000023,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,6.012930150601753,138.75159907873623,-0.8873294050630877,138.8846605258315,143.8771998242749,1.0359473773384413,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.19460000000000002
1,0,1,1,-833.5917243,656.9241404,3.509028483,-0.007903362,0.213152613,-0.205249251,1,2,1,1,-0.0006545840000000006,0.004901884999999995,-0.004247300999999981,0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,1.0,1,6.588177157347097,140.02509706903888,-0.7202254678734161,140.18184836909137,145.89304875851258,1.0407413688424476,0,1,1,0,1,2,1,1,1,0,0,0,1,1,6,"Fallo_armonicos, Fallo_tierra, Fallo_desbalance, Fallo_sobrecorriente, Fallo_THD, Fallo_sagswells",0.1947
